Position,Decimal,Appearance
0x11F5,4597,ᇵ
0x11F6,4598,ᇶ
0x11F7,4599,ᇷ
0x11F8,4600,ᇸ
0x11F9,4601,ᇹ
,,
0x1200,4608,ሀ
0x1201,4609,ሁ
0x1202,4610,ሂ
0x1203,4611,ሃ
0x1204,4612,ሄ
0x1205,4613,ህ
0x1206,4614,ሆ
0x1208,4616,ለ
0x1209,4617,ሉ
0x120A,4618,ሊ
0x120B,4619,ላ
0x120C,4620,ሌ
0x120D,4621,ል
0x120E,4622,ሎ
0x120F,4623,ሏ
0x1210,4624,ሐ
0x1211,4625,ሑ
0x1212,4626,ሒ
0x1213,4627,ሓ
0x1214,4628,ሔ
0x1215,4629,ሕ
0x1216,4630,ሖ
0x1217,4631,ሗ
0x1218,4632,መ
0x1219,4633,ሙ
0x121A,4634,ሚ
0x121B,4635,ማ
0x121C,4636,ሜ
0x121D,4637,ም
0x121E,4638,ሞ
0x121F,4639,ሟ
0x1220,4640,ሠ
0x1221,4641,ሡ
0x1222,4642,ሢ
0x1223,4643,ሣ
0x1224,4644,ሤ
0x1225,4645,ሥ
0x1226,4646,ሦ
0x1227,4647,ሧ
0x1228,4648,ረ
0x1229,4649,ሩ
0x122A,4650,ሪ
0x122B,4651,ራ
0x122C,4652,ሬ
0x122D,4653,ር
0x122E,4654,ሮ
0x122F,4655,ሯ
0x1230,4656,ሰ
0x1231,4657,ሱ
0x1232,4658,ሲ
0x1233,4659,ሳ
0x1234,4660,ሴ
0x1235,4661,ስ
0x1236,4662,ሶ
0x1237,4663,ሷ
0x1238,4664,ሸ
0x1239,4665,ሹ
0x123A,4666,ሺ
0x123B,4667,ሻ
0x123C,4668,ሼ
0x123D,4669,ሽ
0x123E,4670,ሾ
0x123F,4671,ሿ
0x1240,4672,ቀ
0x1241,4673,ቁ
0x1242,4674,ቂ
0x1243,4675,ቃ
0x1244,4676,ቄ
0x1245,4677,ቅ
0x1246,4678,ቆ
0x1248,4680,ቈ
0x124A,4682,ቊ
0x124B,4683,ቋ
0x124C,4684,ቌ
0x124D,4685,ቍ
0x1250,4688,ቐ
0x1251,4689,ቑ
0x1252,4690,ቒ
0x1253,4691,ቓ
0x1254,4692,ቔ
0x1255,4693,ቕ
0x1256,4694,ቖ
0x1258,4696,ቘ
0x125A,4698,ቚ
0x125B,4699,ቛ
0x125C,4700,ቜ
0x125D,4701,ቝ
0x1260,4704,በ
0x1261,4705,ቡ
0x1262,4706,ቢ
0x1263,4707,ባ
0x1264,4708,ቤ
0x1265,4709,ብ
0x1266,4710,ቦ
0x1267,4711,ቧ
0x1268,4712,ቨ
0x1269,4713,ቩ
0x126A,4714,ቪ
0x126B,4715,ቫ
0x126C,4716,ቬ
0x126D,4717,ቭ
0x126E,4718,ቮ
0x126F,4719,ቯ
0x1270,4720,ተ
0x1271,4721,ቱ
0x1272,4722,ቲ
0x1273,4723,ታ
0x1274,4724,ቴ
0x1275,4725,ት
0x1276,4726,ቶ
0x1277,4727,ቷ
0x1278,4728,ቸ
0x1279,4729,ቹ
0x127A,4730,ቺ
0x127B,4731,ቻ
0x127C,4732,ቼ
0x127D,4733,ች
0x127E,4734,ቾ
0x127F,4735,ቿ
0x1280,4736,ኀ
0x1281,4737,ኁ
0x1282,4738,ኂ
0x1283,4739,ኃ
0x1284,4740,ኄ
0x1285,4741,ኅ
0x1286,4742,ኆ
0x1288,4744,ኈ
0x128A,4746,ኊ
0x128B,4747,ኋ
0x128C,4748,ኌ
0x128D,4749,ኍ
0x1290,4752,ነ
0x1291,4753,ኑ
0x1292,4754,ኒ
0x1293,4755,ና
0x1294,4756,ኔ
0x1295,4757,ን
0x1296,4758,ኖ
0x1297,4759,ኗ
0x1298,4760,ኘ
0x1299,4761,ኙ
0x129A,4762,ኚ
0x129B,4763,ኛ
0x129C,4764,ኜ
0x129D,4765,ኝ
0x129E,4766,ኞ
0x129F,4767,ኟ
0x12A0,4768,አ
0x12A1,4769,ኡ
0x12A2,4770,ኢ
0x12A3,4771,ኣ
0x12A4,4772,ኤ
0x12A5,4773,እ
0x12A6,4774,ኦ
0x12A7,4775,ኧ
0x12A8,4776,ከ
0x12A9,4777,ኩ
0x12AA,4778,ኪ
0x12AB,4779,ካ
0x12AC,4780,ኬ
0x12AD,4781,ክ
0x12AE,4782,ኮ
0x12B0,4784,ኰ
0x12B2,4786,ኲ
0x12B3,4787,ኳ
0x12B4,4788,ኴ
0x12B5,4789,ኵ
0x12B8,4792,ኸ
0x12B9,4793,ኹ
0x12BA,4794,ኺ
0x12BB,4795,ኻ
0x12BC,4796,ኼ
0x12BD,4797,ኽ
0x12BE,4798,ኾ
0x12C0,4800,ዀ
0x12C2,4802,ዂ
0x12C3,4803,ዃ
0x12C4,4804,ዄ
0x12C5,4805,ዅ
0x12C8,4808,ወ
0x12C9,4809,ዉ
0x12CA,4810,ዊ
0x12CB,4811,ዋ
0x12CC,4812,ዌ
0x12CD,4813,ው
0x12CE,4814,ዎ
0x12D0,4816,ዐ
0x12D1,4817,ዑ
0x12D2,4818,ዒ
0x12D3,4819,ዓ
0x12D4,4820,ዔ
0x12D5,4821,ዕ
0x12D6,4822,ዖ
0x12D8,4824,ዘ
0x12D9,4825,ዙ
0x12DA,4826,ዚ
0x12DB,4827,ዛ
0x12DC,4828,ዜ
0x12DD,4829,ዝ
0x12DE,4830,ዞ
0x12DF,4831,ዟ
0x12E0,4832,ዠ
0x12E1,4833,ዡ
0x12E2,4834,ዢ
0x12E3,4835,ዣ
0x12E4,4836,ዤ
0x12E5,4837,ዥ
0x12E6,4838,ዦ
0x12E7,4839,ዧ
0x12E8,4840,የ
0x12E9,4841,ዩ
0x12EA,4842,ዪ
0x12EB,4843,ያ
0x12EC,4844,ዬ
0x12ED,4845,ይ
0x12EE,4846,ዮ
0x12F0,4848,ደ
0x12F1,4849,ዱ
0x12F2,4850,ዲ
0x12F3,4851,ዳ
0x12F4,4852,ዴ
0x12F5,4853,ድ
0x12F6,4854,ዶ
0x12F7,4855,ዷ
0x12F8,4856,ዸ
0x12F9,4857,ዹ
0x12FA,4858,ዺ
0x12FB,4859,ዻ
0x12FC,4860,ዼ
0x12FD,4861,ዽ
0x12FE,4862,ዾ
0x12FF,4863,ዿ
0x1300,4864,ጀ
0x1301,4865,ጁ
0x1302,4866,ጂ
0x1303,4867,ጃ
0x1304,4868,ጄ
0x1305,4869,ጅ
0x1306,4870,ጆ
0x1307,4871,ጇ
0x1308,4872,ገ
0x1309,4873,ጉ
0x130A,4874,ጊ
0x130B,4875,ጋ
0x130C,4876,ጌ
0x130D,4877,ግ
0x130E,4878,ጎ
0x1310,4880,ጐ
0x1312,4882,ጒ
0x1313,4883,ጓ
0x1314,4884,ጔ
0x1315,4885,ጕ
0x1318,4888,ጘ
0x1319,4889,ጙ
0x131A,4890,ጚ
0x131B,4891,ጛ
0x131C,4892,ጜ
0x131D,4893,ጝ
0x131E,4894,ጞ
0x1320,4896,ጠ
0x1321,4897,ጡ
0x1322,4898,ጢ
0x1323,4899,ጣ
0x1324,4900,ጤ
0x1325,4901,ጥ
0x1326,4902,ጦ
0x1327,4903,ጧ
0x1328,4904,ጨ
0x1329,4905,ጩ
0x132A,4906,ጪ
0x132B,4907,ጫ
0x132C,4908,ጬ
0x132D,4909,ጭ
0x132E,4910,ጮ
0x132F,4911,ጯ
0x1330,4912,ጰ
0x1331,4913,ጱ
0x1332,4914,ጲ
0x1333,4915,ጳ
0x1334,4916,ጴ
0x1335,4917,ጵ
0x1336,4918,ጶ
0x1337,4919,ጷ
0x1338,4920,ጸ
0x1339,4921,ጹ
0x133A,4922,ጺ
0x133B,4923,ጻ
0x133C,4924,ጼ
0x133D,4925,ጽ
0x133E,4926,ጾ
0x133F,4927,ጿ
0x1340,4928,ፀ
0x1341,4929,ፁ
0x1342,4930,ፂ
0x1343,4931,ፃ
0x1344,4932,ፄ
0x1345,4933,ፅ
0x1346,4934,ፆ
0x1348,4936,ፈ
0x1349,4937,ፉ
0x134A,4938,ፊ
0x134B,4939,ፋ
0x134C,4940,ፌ
0x134D,4941,ፍ
0x134E,4942,ፎ
0x134F,4943,ፏ
0x1350,4944,ፐ
0x1351,4945,ፑ
0x1352,4946,ፒ
0x1353,4947,ፓ
0x1354,4948,ፔ
0x1355,4949,ፕ
0x1356,4950,ፖ
0x1357,4951,ፗ
0x1358,4952,ፘ
0x1359,4953,ፙ
0x135A,4954,ፚ
0x1361,4961,፡
0x1362,4962,።
0x1363,4963,፣
0x1364,4964,፤
0x1365,4965,፥
0x1366,4966,፦
0x1367,4967,፧
0x1368,4968,፨
0x1369,4969,፩
0x136A,4970,፪
0x136B,4971,፫
0x136C,4972,፬
0x136D,4973,፭
0x136E,4974,፮
0x136F,4975,፯
0x1370,4976,፰
0x1371,4977,፱
0x1372,4978,፲
0x1373,4979,፳
0x1374,4980,፴
0x1375,4981,፵
0x1376,4982,፶
0x1377,4983,፷
0x1378,4984,፸
0x1379,4985,፹
0x137A,4986,፺
0x137B,4987,፻
0x137C,4988,፼
,,
0x13A0,5024,Ꭰ
0x13A1,5025,Ꭱ
0x13A2,5026,Ꭲ
0x13A3,5027,Ꭳ
0x13A4,5028,Ꭴ
0x13A5,5029,Ꭵ
0x13A6,5030,Ꭶ
0x13A7,5031,Ꭷ
0x13A8,5032,Ꭸ
0x13A9,5033,Ꭹ
0x13AA,5034,Ꭺ
0x13AB,5035,Ꭻ
0x13AC,5036,Ꭼ
0x13AD,5037,Ꭽ
0x13AE,5038,Ꭾ
0x13AF,5039,Ꭿ
0x13B0,5040,Ꮀ
0x13B1,5041,Ꮁ
0x13B2,5042,Ꮂ
0x13B3,5043,Ꮃ
0x13B4,5044,Ꮄ
0x13B5,5045,Ꮅ
0x13B6,5046,Ꮆ
0x13B7,5047,Ꮇ
0x13B8,5048,Ꮈ
0x13B9,5049,Ꮉ
0x13BA,5050,Ꮊ
0x13BB,5051,Ꮋ
0x13BC,5052,Ꮌ
0x13BD,5053,Ꮍ
0x13BE,5054,Ꮎ
0x13BF,5055,Ꮏ
0x13C0,5056,Ꮐ
0x13C1,5057,Ꮑ
0x13C2,5058,Ꮒ
0x13C3,5059,Ꮓ
0x13C4,5060,Ꮔ
0x13C5,5061,Ꮕ
0x13C6,5062,Ꮖ
0x13C7,5063,Ꮗ
0x13C8,5064,Ꮘ
0x13C9,5065,Ꮙ
0x13CA,5066,Ꮚ
0x13CB,5067,Ꮛ
0x13CC,5068,Ꮜ
0x13CD,5069,Ꮝ
0x13CE,5070,Ꮞ
0x13CF,5071,Ꮟ
0x13D0,5072,Ꮠ
0x13D1,5073,Ꮡ
0x13D2,5074,Ꮢ
0x13D3,5075,Ꮣ
0x13D4,5076,Ꮤ
0x13D5,5077,Ꮥ
0x13D6,5078,Ꮦ
0x13D7,5079,Ꮧ
0x13D8,5080,Ꮨ
0x13D9,5081,Ꮩ
0x13DA,5082,Ꮪ
0x13DB,5083,Ꮫ
0x13DC,5084,Ꮬ
0x13DD,5085,Ꮭ
0x13DE,5086,Ꮮ
0x13DF,5087,Ꮯ
0x13E0,5088,Ꮰ
0x13E1,5089,Ꮱ
0x13E2,5090,Ꮲ
0x13E3,5091,Ꮳ
0x13E4,5092,Ꮴ
0x13E5,5093,Ꮵ
0x13E6,5094,Ꮶ
0x13E7,5095,Ꮷ
0x13E8,5096,Ꮸ
0x13E9,5097,Ꮹ
0x13EA,5098,Ꮺ
0x13EB,5099,Ꮻ
0x13EC,5100,Ꮼ
0x13ED,5101,Ꮽ
0x13EE,5102,Ꮾ
0x13EF,5103,Ꮿ
0x13F0,5104,Ᏸ
0x13F1,5105,Ᏹ
0x13F2,5106,Ᏺ
0x13F3,5107,Ᏻ
0x13F4,5108,Ᏼ
,,
0x1401,5121,ᐁ
0x1402,5122,ᐂ
0x1403,5123,ᐃ
0x1404,5124,ᐄ
0x1405,5125,ᐅ
0x1406,5126,ᐆ
0x1407,5127,ᐇ
0x1408,5128,ᐈ
0x1409,5129,ᐉ
0x140A,5130,ᐊ
0x140B,5131,ᐋ
0x140C,5132,ᐌ
0x140D,5133,ᐍ
0x140E,5134,ᐎ
0x140F,5135,ᐏ
0x1410,5136,ᐐ
0x1411,5137,ᐑ
0x1412,5138,ᐒ
0x1413,5139,ᐓ
0x1414,5140,ᐔ
0x1415,5141,ᐕ
0x1416,5142,ᐖ
0x1417,5143,ᐗ
0x1418,5144,ᐘ
0x1419,5145,ᐙ
0x141A,5146,ᐚ
0x141B,5147,ᐛ
0x141C,5148,ᐜ
0x141D,5149,ᐝ
0x141E,5150,ᐞ
0x141F,5151,ᐟ
0x1420,5152,ᐠ
0x1421,5153,ᐡ
0x1422,5154,ᐢ
0x1423,5155,ᐣ
0x1424,5156,ᐤ
0x1425,5157,ᐥ
0x1426,5158,ᐦ
0x1427,5159,ᐧ
0x1428,5160,ᐨ
0x1429,5161,ᐩ
0x142A,5162,ᐪ
0x142B,5163,ᐫ
0x142C,5164,ᐬ
0x142D,5165,ᐭ
0x142E,5166,ᐮ
0x142F,5167,ᐯ
0x1430,5168,ᐰ
0x1431,5169,ᐱ
0x1432,5170,ᐲ
0x1433,5171,ᐳ
0x1434,5172,ᐴ
0x1435,5173,ᐵ
0x1436,5174,ᐶ
0x1437,5175,ᐷ
0x1438,5176,ᐸ
0x1439,5177,ᐹ
0x143A,5178,ᐺ
0x143B,5179,ᐻ
0x143C,5180,ᐼ
0x143D,5181,ᐽ
0x143E,5182,ᐾ
0x143F,5183,ᐿ
0x1440,5184,ᑀ
0x1441,5185,ᑁ
0x1442,5186,ᑂ
0x1443,5187,ᑃ
0x1444,5188,ᑄ
0x1445,5189,ᑅ
0x1446,5190,ᑆ
0x1447,5191,ᑇ
0x1448,5192,ᑈ
0x1449,5193,ᑉ
0x144A,5194,ᑊ
0x144B,5195,ᑋ
0x144C,5196,ᑌ
0x144D,5197,ᑍ
0x144E,5198,ᑎ
0x144F,5199,ᑏ
0x1450,5200,ᑐ
0x1451,5201,ᑑ
0x1452,5202,ᑒ
0x1453,5203,ᑓ
0x1454,5204,ᑔ
0x1455,5205,ᑕ
0x1456,5206,ᑖ
0x1457,5207,ᑗ
0x1458,5208,ᑘ
0x1459,5209,ᑙ
0x145A,5210,ᑚ
0x145B,5211,ᑛ
0x145C,5212,ᑜ
0x145D,5213,ᑝ
0x145E,5214,ᑞ
0x145F,5215,ᑟ
0x1460,5216,ᑠ
0x1461,5217,ᑡ
0x1462,5218,ᑢ
0x1463,5219,ᑣ
0x1464,5220,ᑤ
0x1465,5221,ᑥ
0x1466,5222,ᑦ
0x1467,5223,ᑧ
0x1468,5224,ᑨ
0x1469,5225,ᑩ
0x146A,5226,ᑪ
0x146B,5227,ᑫ
0x146C,5228,ᑬ
0x146D,5229,ᑭ
0x146E,5230,ᑮ
0x146F,5231,ᑯ
0x1470,5232,ᑰ
0x1471,5233,ᑱ
0x1472,5234,ᑲ
0x1473,5235,ᑳ
0x1474,5236,ᑴ
0x1475,5237,ᑵ
0x1476,5238,ᑶ
0x1477,5239,ᑷ
0x1478,5240,ᑸ
0x1479,5241,ᑹ
0x147A,5242,ᑺ
0x147B,5243,ᑻ
0x147C,5244,ᑼ
0x147D,5245,ᑽ
0x147E,5246,ᑾ
0x147F,5247,ᑿ
0x1480,5248,ᒀ
0x1481,5249,ᒁ
0x1482,5250,ᒂ
0x1483,5251,ᒃ
0x1484,5252,ᒄ
0x1485,5253,ᒅ
0x1486,5254,ᒆ
0x1487,5255,ᒇ
0x1488,5256,ᒈ
0x1489,5257,ᒉ
0x148A,5258,ᒊ
0x148B,5259,ᒋ
0x148C,5260,ᒌ
0x148D,5261,ᒍ
0x148E,5262,ᒎ
0x148F,5263,ᒏ
0x1490,5264,ᒐ
0x1491,5265,ᒑ
0x1492,5266,ᒒ
0x1493,5267,ᒓ
0x1494,5268,ᒔ
0x1495,5269,ᒕ
0x1496,5270,ᒖ
0x1497,5271,ᒗ
0x1498,5272,ᒘ
0x1499,5273,ᒙ
0x149A,5274,ᒚ
0x149B,5275,ᒛ
0x149C,5276,ᒜ
0x149D,5277,ᒝ
0x149E,5278,ᒞ
0x149F,5279,ᒟ
0x14A0,5280,ᒠ
0x14A1,5281,ᒡ
0x14A2,5282,ᒢ
0x14A3,5283,ᒣ
0x14A4,5284,ᒤ
0x14A5,5285,ᒥ
0x14A6,5286,ᒦ
0x14A7,5287,ᒧ
0x14A8,5288,ᒨ
0x14A9,5289,ᒩ
0x14AA,5290,ᒪ
0x14AB,5291,ᒫ
0x14AC,5292,ᒬ
0x14AD,5293,ᒭ
0x14AE,5294,ᒮ
0x14AF,5295,ᒯ
0x14B0,5296,ᒰ
0x14B1,5297,ᒱ
0x14B2,5298,ᒲ
0x14B3,5299,ᒳ
0x14B4,5300,ᒴ
0x14B5,5301,ᒵ
0x14B6,5302,ᒶ
0x14B7,5303,ᒷ
0x14B8,5304,ᒸ
0x14B9,5305,ᒹ
0x14BA,5306,ᒺ
0x14BB,5307,ᒻ
0x14BC,5308,ᒼ
0x14BD,5309,ᒽ
0x14BE,5310,ᒾ
0x14BF,5311,ᒿ
0x14C0,5312,ᓀ
0x14C1,5313,ᓁ
0x14C2,5314,ᓂ
0x14C3,5315,ᓃ
0x14C4,5316,ᓄ
0x14C5,5317,ᓅ
0x14C6,5318,ᓆ
0x14C7,5319,ᓇ
0x14C8,5320,ᓈ
0x14C9,5321,ᓉ
0x14CA,5322,ᓊ
0x14CB,5323,ᓋ
0x14CC,5324,ᓌ
0x14CD,5325,ᓍ
0x14CE,5326,ᓎ
0x14CF,5327,ᓏ
0x14D0,5328,ᓐ
0x14D1,5329,ᓑ
0x14D2,5330,ᓒ
0x14D3,5331,ᓓ
0x14D4,5332,ᓔ
0x14D5,5333,ᓕ
0x14D6,5334,ᓖ
0x14D7,5335,ᓗ
0x14D8,5336,ᓘ
0x14D9,5337,ᓙ
0x14DA,5338,ᓚ
0x14DB,5339,ᓛ
0x14DC,5340,ᓜ
0x14DD,5341,ᓝ
0x14DE,5342,ᓞ
0x14DF,5343,ᓟ
0x14E0,5344,ᓠ
0x14E1,5345,ᓡ
0x14E2,5346,ᓢ
0x14E3,5347,ᓣ
0x14E4,5348,ᓤ
0x14E5,5349,ᓥ
0x14E6,5350,ᓦ
0x14E7,5351,ᓧ
0x14E8,5352,ᓨ
0x14E9,5353,ᓩ
0x14EA,5354,ᓪ
0x14EB,5355,ᓫ
0x14EC,5356,ᓬ
0x14ED,5357,ᓭ
0x14EE,5358,ᓮ
0x14EF,5359,ᓯ
0x14F0,5360,ᓰ
0x14F1,5361,ᓱ
0x14F2,5362,ᓲ
0x14F3,5363,ᓳ
0x14F4,5364,ᓴ
0x14F5,5365,ᓵ
0x14F6,5366,ᓶ
0x14F7,5367,ᓷ
0x14F8,5368,ᓸ
0x14F9,5369,ᓹ
0x14FA,5370,ᓺ
0x14FB,5371,ᓻ
0x14FC,5372,ᓼ
0x14FD,5373,ᓽ
0x14FE,5374,ᓾ
0x14FF,5375,ᓿ
0x1500,5376,ᔀ
0x1501,5377,ᔁ
0x1502,5378,ᔂ
0x1503,5379,ᔃ
0x1504,5380,ᔄ
0x1505,5381,ᔅ
0x1506,5382,ᔆ
0x1507,5383,ᔇ
0x1508,5384,ᔈ
0x1509,5385,ᔉ
0x150A,5386,ᔊ
0x150B,5387,ᔋ
0x150C,5388,ᔌ
0x150D,5389,ᔍ
0x150E,5390,ᔎ
0x150F,5391,ᔏ
0x1510,5392,ᔐ
0x1511,5393,ᔑ
0x1512,5394,ᔒ
0x1513,5395,ᔓ
0x1514,5396,ᔔ
0x1515,5397,ᔕ
0x1516,5398,ᔖ
0x1517,5399,ᔗ
0x1518,5400,ᔘ
0x1519,5401,ᔙ
0x151A,5402,ᔚ
0x151B,5403,ᔛ
0x151C,5404,ᔜ
0x151D,5405,ᔝ
0x151E,5406,ᔞ
0x151F,5407,ᔟ
0x1520,5408,ᔠ
0x1521,5409,ᔡ
0x1522,5410,ᔢ
0x1523,5411,ᔣ
0x1524,5412,ᔤ
0x1525,5413,ᔥ
0x1526,5414,ᔦ
0x1527,5415,ᔧ
0x1528,5416,ᔨ
0x1529,5417,ᔩ
0x152A,5418,ᔪ
0x152B,5419,ᔫ
0x152C,5420,ᔬ
0x152D,5421,ᔭ
0x152E,5422,ᔮ
0x152F,5423,ᔯ
0x1530,5424,ᔰ
0x1531,5425,ᔱ
0x1532,5426,ᔲ
0x1533,5427,ᔳ
0x1534,5428,ᔴ
0x1535,5429,ᔵ
0x1536,5430,ᔶ
0x1537,5431,ᔷ
0x1538,5432,ᔸ
0x1539,5433,ᔹ
0x153A,5434,ᔺ
0x153B,5435,ᔻ
0x153C,5436,ᔼ
0x153D,5437,ᔽ
0x153E,5438,ᔾ
0x153F,5439,ᔿ
0x1540,5440,ᕀ
0x1541,5441,ᕁ
0x1542,5442,ᕂ
0x1543,5443,ᕃ
0x1544,5444,ᕄ
0x1545,5445,ᕅ
0x1546,5446,ᕆ
0x1547,5447,ᕇ
0x1548,5448,ᕈ
0x1549,5449,ᕉ
0x154A,5450,ᕊ
0x154B,5451,ᕋ
0x154C,5452,ᕌ
0x154D,5453,ᕍ
0x154E,5454,ᕎ
0x154F,5455,ᕏ
0x1550,5456,ᕐ
0x1551,5457,ᕑ
0x1552,5458,ᕒ
0x1553,5459,ᕓ
0x1554,5460,ᕔ
0x1555,5461,ᕕ
0x1556,5462,ᕖ
0x1557,5463,ᕗ
0x1558,5464,ᕘ
0x1559,5465,ᕙ
0x155A,5466,ᕚ
0x155B,5467,ᕛ
0x155C,5468,ᕜ
0x155D,5469,ᕝ
0x155E,5470,ᕞ
0x155F,5471,ᕟ
0x1560,5472,ᕠ
0x1561,5473,ᕡ
0x1562,5474,ᕢ
0x1563,5475,ᕣ
0x1564,5476,ᕤ
0x1565,5477,ᕥ
0x1566,5478,ᕦ
0x1567,5479,ᕧ
0x1568,5480,ᕨ
0x1569,5481,ᕩ
0x156A,5482,ᕪ
0x156B,5483,ᕫ
0x156C,5484,ᕬ
0x156D,5485,ᕭ
0x156E,5486,ᕮ
0x156F,5487,ᕯ
0x1570,5488,ᕰ
0x1571,5489,ᕱ
0x1572,5490,ᕲ
0x1573,5491,ᕳ
0x1574,5492,ᕴ
0x1575,5493,ᕵ
0x1576,5494,ᕶ
0x1577,5495,ᕷ
0x1578,5496,ᕸ
0x1579,5497,ᕹ
0x157A,5498,ᕺ
0x157B,5499,ᕻ
0x157C,5500,ᕼ
0x157D,5501,ᕽ
0x157E,5502,ᕾ
0x157F,5503,ᕿ
0x1580,5504,ᖀ
0x1581,5505,ᖁ
0x1582,5506,ᖂ
0x1583,5507,ᖃ
0x1584,5508,ᖄ
0x1585,5509,ᖅ
0x1586,5510,ᖆ
0x1587,5511,ᖇ
0x1588,5512,ᖈ
0x1589,5513,ᖉ
0x158A,5514,ᖊ
0x158B,5515,ᖋ
0x158C,5516,ᖌ
0x158D,5517,ᖍ
0x158E,5518,ᖎ
0x158F,5519,ᖏ
0x1590,5520,ᖐ
0x1591,5521,ᖑ
0x1592,5522,ᖒ
0x1593,5523,ᖓ
0x1594,5524,ᖔ
0x1595,5525,ᖕ
0x1596,5526,ᖖ
0x1597,5527,ᖗ
0x1598,5528,ᖘ
0x1599,5529,ᖙ
0x159A,5530,ᖚ
0x159B,5531,ᖛ
0x159C,5532,ᖜ
0x159D,5533,ᖝ
0x159E,5534,ᖞ
0x159F,5535,ᖟ
0x15A0,5536,ᖠ
0x15A1,5537,ᖡ
0x15A2,5538,ᖢ
0x15A3,5539,ᖣ
0x15A4,5540,ᖤ
0x15A5,5541,ᖥ
0x15A6,5542,ᖦ
0x15A7,5543,ᖧ
0x15A8,5544,ᖨ
0x15A9,5545,ᖩ
0x15AA,5546,ᖪ
0x15AB,5547,ᖫ
0x15AC,5548,ᖬ
0x15AD,5549,ᖭ
0x15AE,5550,ᖮ
0x15AF,5551,ᖯ
0x15B0,5552,ᖰ
0x15B1,5553,ᖱ
0x15B2,5554,ᖲ
0x15B3,5555,ᖳ
0x15B4,5556,ᖴ
0x15B5,5557,ᖵ
0x15B6,5558,ᖶ
0x15B7,5559,ᖷ
0x15B8,5560,ᖸ
0x15B9,5561,ᖹ
0x15BA,5562,ᖺ
0x15BB,5563,ᖻ
0x15BC,5564,ᖼ
0x15BD,5565,ᖽ
0x15BE,5566,ᖾ
0x15BF,5567,ᖿ
0x15C0,5568,ᗀ
0x15C1,5569,ᗁ
0x15C2,5570,ᗂ
0x15C3,5571,ᗃ
0x15C4,5572,ᗄ
0x15C5,5573,ᗅ
0x15C6,5574,ᗆ
0x15C7,5575,ᗇ
0x15C8,5576,ᗈ
0x15C9,5577,ᗉ
0x15CA,5578,ᗊ
0x15CB,5579,ᗋ
0x15CC,5580,ᗌ
0x15CD,5581,ᗍ
0x15CE,5582,ᗎ
0x15CF,5583,ᗏ
0x15D0,5584,ᗐ
0x15D1,5585,ᗑ
0x15D2,5586,ᗒ
0x15D3,5587,ᗓ
0x15D4,5588,ᗔ
0x15D5,5589,ᗕ
0x15D6,5590,ᗖ
0x15D7,5591,ᗗ
0x15D8,5592,ᗘ
0x15D9,5593,ᗙ
0x15DA,5594,ᗚ
0x15DB,5595,ᗛ
0x15DC,5596,ᗜ
0x15DD,5597,ᗝ
0x15DE,5598,ᗞ
0x15DF,5599,ᗟ
0x15E0,5600,ᗠ
0x15E1,5601,ᗡ
0x15E2,5602,ᗢ
0x15E3,5603,ᗣ
0x15E4,5604,ᗤ
0x15E5,5605,ᗥ
0x15E6,5606,ᗦ
0x15E7,5607,ᗧ
0x15E8,5608,ᗨ
0x15E9,5609,ᗩ
0x15EA,5610,ᗪ
0x15EB,5611,ᗫ
0x15EC,5612,ᗬ
0x15ED,5613,ᗭ
0x15EE,5614,ᗮ
0x15EF,5615,ᗯ
0x15F0,5616,ᗰ
0x15F1,5617,ᗱ
0x15F2,5618,ᗲ
0x15F3,5619,ᗳ
0x15F4,5620,ᗴ
0x15F5,5621,ᗵ
0x15F6,5622,ᗶ
0x15F7,5623,ᗷ
0x15F8,5624,ᗸ
0x15F9,5625,ᗹ
0x15FA,5626,ᗺ
0x15FB,5627,ᗻ
0x15FC,5628,ᗼ
0x15FD,5629,ᗽ
0x15FE,5630,ᗾ
0x15FF,5631,ᗿ
0x1600,5632,ᘀ
0x1601,5633,ᘁ
0x1602,5634,ᘂ
0x1603,5635,ᘃ
0x1604,5636,ᘄ
0x1605,5637,ᘅ
0x1606,5638,ᘆ
0x1607,5639,ᘇ
0x1608,5640,ᘈ
0x1609,5641,ᘉ
0x160A,5642,ᘊ
0x160B,5643,ᘋ
0x160C,5644,ᘌ
0x160D,5645,ᘍ
0x160E,5646,ᘎ
0x160F,5647,ᘏ
0x1610,5648,ᘐ
0x1611,5649,ᘑ
0x1612,5650,ᘒ
0x1613,5651,ᘓ
0x1614,5652,ᘔ
0x1615,5653,ᘕ
0x1616,5654,ᘖ
0x1617,5655,ᘗ
0x1618,5656,ᘘ
0x1619,5657,ᘙ
0x161A,5658,ᘚ
0x161B,5659,ᘛ
0x161C,5660,ᘜ
0x161D,5661,ᘝ
0x161E,5662,ᘞ
0x161F,5663,ᘟ
0x1620,5664,ᘠ
0x1621,5665,ᘡ
0x1622,5666,ᘢ
0x1623,5667,ᘣ
0x1624,5668,ᘤ
0x1625,5669,ᘥ
0x1626,5670,ᘦ
0x1627,5671,ᘧ
0x1628,5672,ᘨ
0x1629,5673,ᘩ
0x162A,5674,ᘪ
0x162B,5675,ᘫ
0x162C,5676,ᘬ
0x162D,5677,ᘭ
0x162E,5678,ᘮ
0x162F,5679,ᘯ
0x1630,5680,ᘰ
0x1631,5681,ᘱ
0x1632,5682,ᘲ
0x1633,5683,ᘳ
